From,To,Day,Time,Distance,Duration
Venaria,Venaria,2024-09-02,08:50:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:51:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:52:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:53:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:54:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:55:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:56:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:57:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:58:00,0 km,1 mins
Venaria,Venaria,2024-09-02,08:59:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:00:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:01:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:02:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:03:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:04:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:05:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:06:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:07:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:08:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:09:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:10:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:11:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:12:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:13:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:14:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:15:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:16:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:17:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:18:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:19:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:20:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:21:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:22:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:23:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:24:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:25:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:26:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:27:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:28:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:29:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:30:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:31:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:32:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:33:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:34:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:35:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:36:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:37:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:38:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:39:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:40:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:41:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:42:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:43:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:44:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:45:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:46:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:47:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:48:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:49:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:50:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:51:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:52:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:53:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:54:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:55:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:56:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:57:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:58:00,0 km,1 mins
Venaria,Venaria,2024-09-02,09:59:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:00:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:01:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:02:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:03:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:04:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:05:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:06:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:07:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:08:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:09:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:10:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:11:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:12:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:13:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:14:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:15:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:16:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:17:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:18:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:19:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:20:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:21:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:22:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:23:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:24:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:25:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:26:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:27:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:28:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:29:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:30:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:31:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:32:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:33:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:34:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:35:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:36:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:37:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:38:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:39:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:40:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:41:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:42:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:43:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:44:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:45:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:46:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:47:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:48:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:49:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:50:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:51:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:52:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:53:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:54:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:55:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:56:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:57:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:58:00,0 km,1 mins
Chieri,Chieri,2024-09-02,08:59:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:00:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:01:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:02:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:03:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:04:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:05:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:06:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:07:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:08:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:09:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:10:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:11:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:12:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:13:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:14:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:15:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:16:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:17:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:18:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:19:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:20:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:21:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:22:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:23:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:24:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:25:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:26:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:27:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:28:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:29:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:30:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:31:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:32:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:33:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:34:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:35:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:36:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:37:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:38:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:39:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:40:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:41:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:42:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:43:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:44:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:45:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:46:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:47:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:48:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:49:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:50:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:51:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:52:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:53:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:54:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:55:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:56:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:57:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:58:00,0 km,1 mins
Chieri,Chieri,2024-09-02,09:59:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:00:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:01:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:02:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:03:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:04:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:05:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:06:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:07:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:08:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:09:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:10:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:11:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:12:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:13:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:14:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:15:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:16:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:17:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:18:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:19:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:20:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:21:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:22:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:23:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:24:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:25:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:26:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:27:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:28:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:29:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:30:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:31:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:32:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:33:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:34:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:35:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:36:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:37:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:38:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:39:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:40:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:41:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:42:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:43:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:44:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:45:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:46:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:47:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:48:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:49:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:50:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:51:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:52:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:53:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:54:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:55:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:56:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:57:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:58:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,08:59:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:00:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:01:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:02:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:03:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:04:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:05:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:06:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:07:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:08:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:09:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:10:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:11:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:12:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:13:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:14:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:15:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:16:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:17:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:18:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:19:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:20:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:21:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:22:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:23:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:24:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:25:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:26:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:27:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:28:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:29:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:30:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:31:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:32:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:33:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:34:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:35:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:36:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:37:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:38:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:39:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:40:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:41:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:42:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:43:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:44:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:45:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:46:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:47:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:48:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:49:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:50:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:51:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:52:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:53:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:54:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:55:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:56:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:57:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:58:00,0 km,1 mins
Moncalieri,Moncalieri,2024-09-02,09:59:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:00:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:01:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:02:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:03:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:04:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:05:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:06:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:07:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:08:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:09:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:10:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:11:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:12:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:13:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:14:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:15:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:16:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:17:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:18:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:19:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:20:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:21:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:22:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:23:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:24:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:25:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:26:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:27:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:28:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:29:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:30:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:31:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:32:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:33:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:34:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:35:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:36:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:37:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:38:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:39:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:40:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:41:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:42:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:43:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:44:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:45:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:46:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:47:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:48:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:49:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:50:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:51:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:52:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:53:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:54:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:55:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:56:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:57:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:58:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,08:59:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:00:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:01:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:02:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:03:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:04:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:05:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:06:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:07:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:08:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:09:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:10:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:11:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:12:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:13:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:14:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:15:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:16:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:17:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:18:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:19:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:20:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:21:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:22:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:23:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:24:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:25:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:26:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:27:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:28:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:29:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:30:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:31:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:32:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:33:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:34:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:35:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:36:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:37:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:38:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:39:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:40:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:41:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:42:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:43:00,0 km,1 mins
Rivoli,Rivoli,2024-09-02,09:44:00,0 km,1 mins
